EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,EducationField,Education,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,TotalWorkingYears,DistanceFromHome,Attrition,AgeBand
511,42,Research & Development,Laboratory Technician,Female,Married,Life Sciences,3,Travel_Rarely,3,1,11,1,2987,16,2,1,1,4,2,3,No,1,2,7,3,Yes,36-45
512,52,Research & Development,Laboratory Technician,Female,Married,Life Sciences,2,Travel_Rarely,11,6,3,9,2776,21,1,1,1,1,4,3,No,0,0,18,5,No,46-55
513,58,Sales,Sales Representative,Male,Married,Life Sciences,5,Non-Travel,18,16,9,12,4232,23,0,2,4,2,2,4,No,1,5,19,27,No,55+
514,47,Human Resources,Manager,Female,Married,Human Resources,1,Travel_Rarely,3,2,2,1,9579,16,2,4,2,3,3,3,No,4,2,12,14,No,46-55
515,34,Sales,Sales Executive,Male,Single,Medical,4,Non-Travel,1,0,12,0,6389,20,0,1,3,4,1,3,No,0,2,9,4,No,26-35
516,37,Research & Development,Research Scientist,Female,Married,Medical,2,Travel_Rarely,10,7,1,6,7242,14,1,1,2,4,1,3,No,3,2,11,22,No,36-45
517,42,Research & Development,Manufacturing Director,Male,Single,Human Resources,4,Travel_Rarely,3,2,14,1,10460,11,3,2,2,1,4,3,No,2,8,15,28,No,36-45
518,39,Sales,Manager,Female,Married,Life Sciences,5,Travel_Frequently,16,10,13,5,8890,15,3,1,3,3,1,3,Yes,4,3,30,9,No,36-45
519,30,Research & Development,Manager,Female,Single,Medical,3,Travel_Rarely,17,13,3,8,9929,23,3,2,1,3,4,4,No,1,4,28,18,No,26-35
520,36,Sales,Sales Executive,Male,Married,Life Sciences,4,Travel_Rarely,0,0,8,0,5950,11,3,2,2,3,2,3,Yes,6,2,4,10,No,36-45
521,53,Sales,Sales Representative,Male,Single,Life Sciences,1,Travel_Rarely,18,11,3,14,3476,11,3,3,4,4,3,4,No,5,9,23,8,No,46-55
522,29,Research & Development,Manufacturing Director,Female,Married,Technical Degree,2,Travel_Frequently,2,1,12,0,6597,21,0,1,2,4,1,3,Yes,5,0,5,13,No,26-35
523,58,Research & Development,Manager,Male,Divorced,Marketing,1,Travel_Rarely,6,2,11,2,9876,15,3,3,1,3,3,3,Yes,3,3,13,2,Yes,55+
524,36,Research & Development,Research Director,Female,Single,Life Sciences,4,Travel_Rarely,0,0,4,0,7673,15,1,1,4,2,1,3,No,6,0,9,20,Yes,36-45
525,29,Research & Development,Manager,Male,Single,Life Sciences,3,Travel_Frequently,13,8,14,3,12333,17,0,3,4,3,2,3,No,0,6,27,25,No,26-35
526,26,Sales,Sales Executive,Male,Single,Medical,3,Travel_Rarely,6,2,7,4,6390,12,0,2,4,1,1,3,No,5,6,8,20,No,26-35
527,24,Sales,Sales Representative,Female,Divorced,Life Sciences,1,Travel_Frequently,6,3,1,4,3203,25,3,2,4,3,1,3,No,0,3,16,7,Yes,18-25
528,45,Sales,Sales Executive,Female,Married,Life Sciences,5,Travel_Frequently,13,10,11,5,4862,16,2,2,3,3,2,3,Yes,2,4,25,11,Yes,36-45
529,31,Sales,Sales Executive,Female,Married,Life Sciences,5,Travel_Frequently,4,3,10,3,6948,12,1,2,3,3,4,3,No,3,9,8,5,No,26-35
530,48,Research & Development,Manufacturing Director,Male,Single,Life Sciences,3,Travel_Rarely,3,2,13,1,8193,25,0,1,3,2,4,3,No,3,6,4,29,Yes,46-55
531,36,Research & Development,Laboratory Technician,Female,Married,Technical Degree,1,Travel_Rarely,12,7,2,7,4064,23,1,4,4,3,2,3,No,4,5,14,18,No,36-45
532,33,Research & Development,Laboratory Technician,Male,Divorced,Life Sciences,1,Travel_Rarely,8,5,5,2,3417,20,2,1,1,3,4,3,No,4,3,15,8,Yes,26-35
533,22,Sales,Manager,Female,Divorced,Life Sciences,1,Travel_Rarely,17,9,11,8,11866,15,0,3,2,4,1,3,No,6,3,27,27,No,18-25
534,52,Research & Development,Laboratory Technician,Female,Married,Medical,4,Travel_Rarely,16,6,6,12,3911,14,1,1,4,3,3,3,No,0,1,20,26,No,46-55
535,29,Research & Development,Manager,Male,Single,Technical Degree,5,Non-Travel,2,1,3,0,7323,21,3,1,1,1,2,3,No,5,9,15,10,No,26-35
536,42,Sales,Sales Executive,Male,Single,Life Sciences,5,Non-Travel,3,2,13,1,4883,20,0,3,2,4,1,3,No,5,1,5,2,No,36-45
537,38,Human Resources,Human Resources,Male,Single,Life Sciences,4,Travel_Rarely,1,0,14,0,4539,15,0,2,4,2,2,3,No,1,3,5,3,No,36-45
538,53,Research & Development,Manufacturing Director,Female,Single,Life Sciences,2,Travel_Rarely,6,5,0,1,10845,12,0,3,2,4,3,3,No,0,4,14,26,Yes,46-55
539,40,Sales,Sales Representative,Male,Single,Marketing,4,Travel_Rarely,2,1,6,0,3014,18,0,3,3,2,1,3,No,5,3,4,23,Yes,36-45
540,33,Research & Development,Manager,Female,Single,Medical,1,Travel_Rarely,9,3,11,3,10446,18,3,4,3,2,1,3,No,4,2,20,5,No,26-35
541,56,Research & Development,Research Scientist,Male,Married,Technical Degree,4,Travel_Rarely,0,0,8,0,5397,16,2,4,3,1,3,4,No,4,1,14,16,No,55+
542,59,Research & Development,Research Scientist,Female,Divorced,Other,1,Travel_Rarely,0,0,0,0,7334,13,2,2,1,3,3,3,Yes,4,3,9,10,Yes,55+
543,56,Research & Development,Research Director,Female,Married,Technical Degree,3,Travel_Rarely,1,0,13,0,11961,14,1,3,3,1,4,3,No,0,4,7,11,No,55+
544,31,Research & Development,Research Director,Male,Divorced,Medical,1,Travel_Rarely,0,0,0,0,9707,11,3,3,1,4,1,4,Yes,3,0,7,19,Yes,26-35
545,48,Research & Development,Research Scientist,Male,Married,Medical,5,Travel_Rarely,5,4,0,1,4951,19,3,3,3,2,3,4,Yes,6,0,9,16,No,46-55
546,22,Research & Development,Manufacturing Director,Male,Single,Life Sciences,4,Non-Travel,0,0,9,0,6455,20,1,1,3,4,3,3,Yes,1,5,2,12,Yes,18-25
547,52,Research & Development,Healthcare Representative,Female,Married,Other,1,Travel_Rarely,1,0,6,0,6097,15,3,4,3,2,1,3,Yes,1,4,11,2,Yes,46-55
548,40,Research & Development,Healthcare Representative,Female,Single,Life Sciences,2,Travel_Rarely,0,0,10,0,5427,24,3,4,1,4,4,4,No,4,3,5,11,Yes,36-45
549,46,Research & Development,Manager,Male,Married,Life Sciences,3,Travel_Rarely,9,8,8,7,8899,18,0,2,2,2,2,3,No,2,0,21,22,No,46-55
550,60,Research & Development,Research Scientist,Female,Married,Medical,2,Travel_Rarely,10,8,2,3,7652,13,0,4,1,1,4,3,No,0,6,21,26,No,55+
551,28,Sales,Sales Executive,Male,Divorced,Life Sciences,2,Travel_Rarely,1,0,7,0,5398,14,0,4,4,2,3,3,No,5,3,3,1,No,26-35
552,35,Sales,Manager,Male,Single,Medical,2,Non-Travel,8,5,8,3,11249,14,3,2,4,3,2,3,Yes,5,2,16,24,No,26-35
553,29,Research & Development,Research Scientist,Female,Single,Medical,3,Travel_Frequently,3,2,2,0,4985,18,3,3,1,1,2,4,No,6,6,4,5,Yes,26-35
554,26,Research & Development,Manufacturing Director,Male,Divorced,Medical,3,Non-Travel,1,0,11,0,6464,25,2,1,1,3,4,3,No,3,1,13,21,Yes,26-35
555,27,Sales,Sales Executive,Male,Single,Technical Degree,3,Travel_Frequently,5,1,11,3,5252,22,0,2,2,4,2,3,Yes,4,9,7,14,No,26-35
556,34,Sales,Sales Executive,Male,Married,Life Sciences,3,Travel_Rarely,1,0,2,0,5996,19,1,4,1,4,3,3,Yes,2,0,7,18,No,26-35
557,55,Sales,Manager,Male,Married,Medical,2,Travel_Rarely,8,5,14,3,9935,13,3,2,3,2,1,3,No,4,3,21,7,No,46-55
558,24,Human Resources,Manager,Male,Divorced,Medical,5,Travel_Rarely,0,0,0,0,12008,17,0,4,2,2,1,3,Yes,2,7,13,5,No,18-25
559,30,Research & Development,Laboratory Technician,Male,Divorced,Medical,5,Non-Travel,19,6,1,16,3393,19,2,3,1,4,1,4,No,1,5,28,8,No,26-35
560,57,Human Resources,Manager,Female,Divorced,Marketing,3,Travel_Rarely,0,0,6,0,8879,12,0,3,1,1,4,3,Yes,2,8,7,21,No,55+
561,59,Research & Development,Manufacturing Director,Male,Single,Life Sciences,4,Non-Travel,5,2,2,1,10797,14,2,3,4,3,1,3,Yes,1,0,9,15,No,55+
562,26,Research & Development,Manager,Male,Divorced,Medical,1,Travel_Rarely,13,9,6,10,9396,13,2,4,2,4,1,3,Yes,1,0,17,25,No,26-35
563,44,Research & Development,Research Scientist,Male,Married,Life Sciences,4,Travel_Rarely,0,0,4,0,5289,18,3,2,4,1,1,3,No,0,4,4,5,Yes,36-45
564,19,Research & Development,Laboratory Technician,Male,Married,Human Resources,4,Travel_Rarely,4,1,9,1,2747,14,2,4,1,3,2,3,Yes,6,5,7,13,Yes,18-25
565,22,Sales,Manager,Female,Single,Life Sciences,4,Travel_Rarely,2,0,7,0,11483,19,2,3,2,2,2,3,Yes,2,7,10,19,Yes,18-25
566,46,Research & Development,Healthcare Representative,Female,Married,Marketing,5,Travel_Frequently,5,2,4,2,6734,11,1,3,3,1,2,3,No,3,2,10,29,Yes,46-55
567,54,Research & Development,Manager,Male,Divorced,Life Sciences,1,Travel_Rarely,1,0,2,0,7379,11,2,3,1,1,3,3,No,3,5,13,2,No,46-55
568,55,Research & Development,Research Scientist,Female,Divorced,Life Sciences,4,Non-Travel,0,0,8,0,5583,14,1,4,1,4,3,3,No,2,2,11,5,No,46-55
569,36,Human Resources,Human Resources,Male,Married,Medical,3,Travel_Rarely,5,4,14,4,4999,13,1,1,4,3,3,3,No,6,7,17,26,No,36-45
570,25,Research & Development,Laboratory Technician,Male,Single,Technical Degree,5,Travel_Rarely,3,2,6,0,4377,13,0,3,3,4,1,3,No,0,3,10,29,No,18-25
571,18,Research & Development,Manufacturing Director,Male,Married,Medical,3,Travel_Rarely,5,4,4,2,8213,20,0,2,1,2,2,3,Yes,3,1,12,26,Yes,18-25
572,39,Sales,Sales Executive,Male,Divorced,Human Resources,3,Travel_Rarely,1,0,6,0,6616,22,3,3,4,2,3,3,No,4,8,5,5,No,36-45
573,34,Research & Development,Healthcare Representative,Male,Married,Medical,4,Travel_Rarely,2,0,10,1,5388,12,3,4,4,3,4,3,No,3,9,13,6,No,26-35
574,24,Research & Development,Research Scientist,Female,Married,Medical,3,Travel_Frequently,4,1,9,3,4992,24,3,2,1,3,2,3,No,0,7,12,16,No,18-25
575,42,Sales,Sales Executive,Male,Single,Life Sciences,1,Travel_Rarely,5,2,8,2,4010,20,2,4,2,3,1,3,No,1,5,6,2,No,36-45
576,21,Sales,Sales Representative,Female,Married,Technical Degree,3,Travel_Frequently,2,1,4,0,3493,20,0,1,1,4,2,3,Yes,1,2,15,5,Yes,18-25
577,53,Research & Development,Manager,Male,Married,Life Sciences,4,Travel_Frequently,1,0,6,0,9243,12,2,1,3,3,1,3,No,1,1,8,15,No,46-55
578,23,Sales,Sales Executive,Male,Divorced,Human Resources,3,Travel_Rarely,1,0,10,0,6835,18,0,4,1,3,3,3,No,0,3,3,1,No,18-25
579,48,Research & Development,Manufacturing Director,Female,Married,Human Resources,5,Travel_Rarely,1,0,8,0,7389,11,2,3,2,4,1,4,No,1,3,7,19,Yes,46-55
580,36,Human Resources,Human Resources,Male,Single,Other,5,Non-Travel,2,1,0,0,4117,24,3,2,4,2,1,3,No,6,0,14,3,No,36-45
581,56,Research & Development,Research Scientist,Male,Married,Medical,5,Travel_Rarely,1,0,3,0,4483,25,0,3,3,2,4,3,No,1,8,9,19,No,55+
582,44,Sales,Manager,Female,Single,Medical,2,Travel_Rarely,6,2,0,3,11323,18,0,4,3,1,2,3,Yes,0,9,19,15,Yes,36-45
583,27,Research & Development,Healthcare Representative,Female,Divorced,Marketing,5,Travel_Rarely,5,1,7,1,7015,20,1,4,3,2,1,3,No,4,7,15,3,No,26-35
584,43,Sales,Manager,Female,Married,Life Sciences,5,Non-Travel,2,1,2,1,8484,13,0,3,3,3,4,3,No,3,6,6,8,No,36-45
585,36,Sales,Sales Executive,Female,Married,Medical,2,Travel_Rarely,2,1,1,0,5286,12,0,2,2,2,4,4,Yes,0,5,16,15,No,36-45
586,56,Research & Development,Research Scientist,Female,Married,Life Sciences,5,Non-Travel,1,0,13,0,4802,19,2,2,2,4,4,3,No,0,2,11,1,Yes,55+
587,20,Research & Development,Manufacturing Director,Female,Married,Medical,4,Travel_Rarely,4,3,3,1,8592,15,3,2,2,2,3,3,No,2,3,11,6,Yes,18-25
588,30,Research & Development,Laboratory Technician,Male,Married,Life Sciences,5,Non-Travel,15,9,10,12,2816,25,1,2,2,2,3,3,No,1,1,18,22,Yes,26-35
589,45,Research & Development,Research Director,Male,Married,Life Sciences,5,Travel_Rarely,6,2,2,2,10583,24,2,2,4,1,1,3,Yes,5,6,20,17,No,36-45
590,37,Sales,Sales Representative,Male,Single,Life Sciences,2,Travel_Rarely,8,4,10,5,4342,15,0,1,1,1,2,3,No,4,1,21,16,Yes,36-45
591,45,Sales,Sales Executive,Male,Single,Medical,4,Non-Travel,10,8,4,3,5660,23,2,1,2,3,3,3,Yes,5,9,10,13,No,36-45
592,25,Research & Development,Manufacturing Director,Female,Single,Medical,3,Travel_Rarely,2,1,14,1,7577,16,3,4,1,4,3,4,No,2,0,2,1,Yes,18-25
593,58,Research & Development,Manufacturing Director,Female,Married,Life Sciences,1,Travel_Rarely,0,0,12,0,8098,14,1,1,3,3,1,3,No,4,5,5,3,Yes,55+
594,56,Research & Development,Research Director,Male,Single,Medical,4,Travel_Rarely,5,3,7,2,11239,17,2,2,4,4,1,3,No,1,3,12,24,No,55+
595,18,Sales,Manager,Male,Married,Life Sciences,3,Non-Travel,1,0,9,0,10384,17,0,2,4,4,3,3,Yes,5,7,10,6,Yes,18-25
596,20,Research & Development,Manager,Female,Divorced,Medical,4,Travel_Rarely,5,1,7,3,7938,21,2,2,1,1,1,3,No,1,0,6,20,No,18-25
597,30,Sales,Sales Representative,Male,Divorced,Medical,3,Travel_Rarely,8,7,10,4,4574,19,0,4,1,2,4,3,No,1,8,18,21,Yes,26-35
598,45,Sales,Sales Executive,Female,Married,Medical,3,Travel_Rarely,9,3,6,2,5425,16,1,4,1,2,1,3,No,3,5,12,26,No,36-45
599,42,Research & Development,Manager,Male,Married,Marketing,4,Non-Travel,2,1,7,0,8076,23,1,3,4,1,4,3,No,4,1,4,3,Yes,36-45
600,50,Sales,Sales Representative,Male,Single,Life Sciences,2,Travel_Rarely,4,1,12,2,3057,11,2,1,2,3,3,4,No,4,7,16,15,No,46-55
601,55,Sales,Sales Executive,Male,Married,Marketing,4,Travel_Rarely,5,3,12,1,6896,19,1,1,4,2,2,3,No,2,4,13,15,No,46-55
602,23,Research & Development,Research Director,Male,Divorced,Medical,4,Travel_Rarely,10,6,4,3,9204,22,3,3,2,3,4,3,No,0,4,12,11,No,18-25
603,49,Research & Development,Manufacturing Director,Female,Single,Medical,3,Travel_Rarely,8,4,9,2,10761,23,2,3,3,2,2,3,No,1,4,18,27,Yes,46-55
604,38,Research & Development,Healthcare Representative,Female,Married,Medical,1,Travel_Rarely,26,23,9,9,5441,20,0,1,2,3,3,3,No,1,6,33,22,Yes,36-45
605,33,Sales,Manager,Female,Divorced,Life Sciences,3,Travel_Rarely,0,0,10,0,9283,19,2,2,1,4,1,4,No,5,6,13,6,Yes,26-35
606,38,Sales,Sales Representative,Male,Divorced,Medical,5,Travel_Rarely,3,2,11,1,4271,15,0,1,2,4,4,4,No,2,9,9,6,No,36-45
607,28,Sales,Sales Executive,Male,Single,Medical,4,Travel_Rarely,1,0,10,0,4029,17,1,2,2,2,4,4,No,4,6,1,9,Yes,26-35
608,54,Sales,Sales Executive,Female,Married,Life Sciences,4,Travel_Rarely,0,0,12,0,5014,11,0,4,4,3,3,3,Yes,3,9,7,14,No,46-55
609,53,Research & Development,Research Scientist,Female,Single,Life Sciences,2,Travel_Rarely,14,5,5,11,5398,14,0,1,1,3,3,4,No,4,1,22,26,No,46-55
610,52,Research & Development,Manufacturing Director,Male,Single,Life Sciences,3,Travel_Rarely,37,16,7,24,10566,22,0,1,3,4,1,4,Yes,3,7,40,29,No,46-55
611,36,Research & Development,Healthcare Representative,Male,Divorced,Human Resources,2,Travel_Rarely,1,0,14,0,5810,20,0,4,2,3,2,3,No,3,0,10,11,No,36-45
612,37,Research & Development,Research Scientist,Female,Divorced,Marketing,4,Travel_Rarely,0,0,12,0,5603,14,3,4,3,1,4,3,No,4,1,9,24,No,36-45
613,35,Research & Development,Healthcare Representative,Male,Married,Life Sciences,3,Travel_Rarely,1,0,0,0,4990,15,0,4,1,3,2,3,No,5,6,1,6,No,26-35
614,58,Research & Development,Manufacturing Director,Male,Single,Life Sciences,3,Travel_Rarely,10,4,5,4,9234,16,2,4,2,4,4,3,No,1,3,24,18,No,55+
615,31,Research & Development,Manager,Male,Divorced,Medical,5,Travel_Rarely,2,1,5,0,8019,14,3,4,4,1,4,3,Yes,3,9,12,20,Yes,26-35
616,32,Research & Development,Healthcare Representative,Male,Married,Technical Degree,5,Travel_Rarely,0,0,14,0,4928,16,0,3,3,1,1,3,No,5,9,12,15,Yes,26-35
617,48,Research & Development,Manager,Female,Married,Life Sciences,1,Travel_Rarely,0,0,10,0,8785,20,0,3,4,3,4,3,No,2,8,10,22,No,46-55
618,18,Sales,Manager,Female,Married,Life Sciences,5,Travel_Rarely,3,2,12,2,10482,17,0,4,3,4,4,3,No,2,8,9,9,No,18-25
619,20,Research & Development,Manufacturing Director,Male,Single,Human Resources,3,Travel_Frequently,16,7,4,11,8191,13,3,4,1,4,3,3,No,3,2,28,11,No,18-25
620,33,Human Resources,Manager,Male,Married,Life Sciences,5,Travel_Rarely,2,1,3,1,9931,19,0,4,2,4,1,3,No,1,2,10,2,Yes,26-35
621,40,Sales,Manager,Male,Married,Life Sciences,1,Travel_Rarely,3,1,0,2,10712,18,0,4,3,1,3,3,No,3,8,16,6,No,36-45
622,28,Sales,Manager,Male,Single,Other,4,Travel_Rarely,0,0,10,0,12363,11,0,2,4,4,4,4,No,2,9,4,26,No,26-35
623,29,Research & Development,Laboratory Technician,Male,Single,Medical,5,Travel_Rarely,4,2,9,2,4028,23,1,2,3,1,1,4,No,6,7,5,27,No,26-35
624,27,Research & Development,Research Scientist,Female,Single,Life Sciences,3,Travel_Rarely,7,5,10,3,5737,12,2,4,3,1,4,4,No,2,0,20,26,No,26-35
625,49,Research & Development,Research Director,Male,Single,Life Sciences,4,Travel_Frequently,1,0,7,0,11865,12,0,4,3,2,1,3,Yes,4,5,8,26,Yes,46-55
626,33,Research & Development,Research Director,Male,Married,Life Sciences,3,Travel_Rarely,2,0,5,0,13013,20,2,1,3,3,2,3,No,6,6,16,23,Yes,26-35
627,25,Sales,Manager,Male,Divorced,Life Sciences,4,Non-Travel,11,4,2,5,9896,19,1,4,3,4,2,3,No,1,7,19,14,No,18-25
628,55,Research & Development,Laboratory Technician,Male,Single,Human Resources,3,Non-Travel,0,0,11,0,3348,22,1,4,3,1,1,3,No,4,1,6,14,Yes,46-55
629,29,Research & Development,Manager,Male,Single,Medical,5,Travel_Rarely,6,2,2,2,7621,19,0,3,4,3,4,4,No,6,0,17,24,No,26-35
630,41,Research & Development,Manufacturing Director,Male,Married,Marketing,5,Travel_Frequently,3,2,11,2,10683,19,2,2,3,1,1,3,No,5,3,15,13,No,36-45
631,45,Research & Development,Research Scientist,Female,Divorced,Human Resources,1,Non-Travel,2,0,5,0,5213,11,3,4,3,3,4,3,No,6,0,6,25,No,36-45
632,25,Sales,Sales Executive,Male,Married,Life Sciences,4,Travel_Rarely,6,4,11,1,4191,17,0,2,3,1,2,3,Yes,5,1,13,5,No,18-25
633,45,Sales,Manager,Male,Married,Life Sciences,1,Travel_Rarely,10,3,14,7,10100,25,3,2,2,4,4,4,No,5,2,24,9,No,36-45
634,53,Sales,Sales Representative,Female,Married,Medical,2,Travel_Rarely,4,1,6,2,4576,22,1,1,1,2,3,3,Yes,6,3,9,25,No,46-55
635,43,Research & Development,Manufacturing Director,Female,Single,Human Resources,5,Travel_Rarely,0,0,7,0,8351,21,1,2,1,2,2,3,No,6,5,11,29,Yes,36-45
636,25,Sales,Sales Representative,Male,Single,Technical Degree,4,Travel_Rarely,3,2,4,1,4444,23,2,2,1,2,3,3,No,0,7,6,11,Yes,18-25
637,45,Research & Development,Manufacturing Director,Female,Married,Life Sciences,1,Non-Travel,3,1,9,1,10414,13,3,4,4,1,2,3,No,6,8,3,7,Yes,36-45
638,45,Research & Development,Manufacturing Director,Male,Married,Marketing,1,Travel_Rarely,4,1,5,3,8581,21,3,3,4,3,2,3,No,5,3,9,2,No,36-45
639,54,Sales,Sales Representative,Male,Married,Medical,2,Travel_Rarely,6,4,11,3,4041,19,0,4,4,4,3,4,No,3,0,13,24,No,46-55
640,58,Sales,Sales Executive,Male,Married,Human Resources,1,Travel_Rarely,0,0,0,0,5601,18,2,4,3,4,1,3,No,4,4,2,12,No,55+
641,53,Sales,Sales Executive,Female,Married,Life Sciences,3,Travel_Rarely,4,2,5,2,6817,13,2,3,1,1,4,3,No,5,4,15,5,No,46-55
642,44,Research & Development,Research Director,Female,Single,Medical,5,Travel_Rarely,5,3,8,4,11735,11,3,3,3,2,2,4,Yes,1,8,11,29,Yes,36-45
643,34,Sales,Sales Representative,Male,Married,Technical Degree,1,Non-Travel,2,1,9,1,4743,19,1,1,2,1,4,3,No,6,5,14,27,No,26-35
644,26,Research & Development,Healthcare Representative,Male,Single,Medical,1,Travel_Rarely,6,2,3,4,4846,23,2,3,1,3,2,4,No,5,4,17,24,No,26-35
645,50,Research & Development,Manufacturing Director,Female,Single,Medical,2,Travel_Rarely,1,0,13,0,7889,20,1,4,2,2,4,4,No,3,9,7,2,Yes,46-55
646,37,Research & Development,Healthcare Representative,Male,Married,Life Sciences,3,Travel_Rarely,2,1,13,1,4381,11,0,3,2,1,2,3,No,6,9,10,14,No,36-45
647,30,Research & Development,Manufacturing Director,Male,Divorced,Life Sciences,1,Travel_Rarely,19,6,9,13,8799,25,2,3,3,3,1,3,No,3,4,19,7,No,26-35
648,45,Research & Development,Research Director,Female,Divorced,Life Sciences,5,Non-Travel,2,1,12,1,12581,13,2,3,1,2,2,3,No,3,7,6,5,No,36-45
649,46,Human Resources,Human Resources,Female,Married,Other,5,Travel_Rarely,2,0,0,0,3984,23,0,2,2,4,1,4,No,3,0,9,4,No,46-55
650,30,Sales,Sales Representative,Female,Single,Life Sciences,1,Non-Travel,5,4,13,4,3069,16,2,1,1,3,2,4,No,3,4,17,10,Yes,26-35
651,52,Sales,Sales Executive,Female,Single,Medical,3,Travel_Frequently,21,15,10,13,4205,16,3,2,2,4,4,3,No,1,0,33,29,Yes,46-55
652,23,Research & Development,Healthcare Representative,Male,Divorced,Medical,5,Non-Travel,24,10,8,19,5556,24,3,2,2,3,3,3,Yes,0,6,26,16,No,18-25
653,35,Human Resources,Human Resources,Female,Married,Life Sciences,5,Travel_Rarely,5,1,3,2,3593,21,0,1,3,2,2,3,No,2,6,9,6,No,26-35
654,22,Research & Development,Research Director,Female,Married,Medical,3,Non-Travel,0,0,1,0,9572,20,1,2,1,1,2,4,No,0,9,13,21,No,18-25
655,42,Sales,Sales Representative,Male,Divorced,Marketing,3,Non-Travel,13,8,0,5,4521,14,1,3,3,1,1,3,Yes,2,7,13,6,Yes,36-45
656,19,Sales,Sales Executive,Male,Married,Technical Degree,1,Travel_Rarely,5,4,2,2,5152,12,2,1,3,1,4,3,No,4,6,13,9,Yes,18-25
657,27,Human Resources,Manager,Male,Divorced,Medical,4,Travel_Rarely,2,0,6,1,10493,23,1,2,3,1,1,3,No,6,8,5,1,Yes,26-35
658,47,Sales,Manager,Male,Single,Medical,2,Non-Travel,10,4,10,5,9911,20,1,4,3,3,4,3,No,3,7,14,29,Yes,46-55
659,22,Research & Development,Research Scientist,Female,Married,Life Sciences,4,Non-Travel,3,1,9,1,6771,16,0,2,3,1,4,4,Yes,4,7,5,16,Yes,18-25
660,50,Research & Development,Manager,Female,Divorced,Other,4,Non-Travel,0,0,1,0,8043,20,1,4,2,1,1,3,Yes,4,2,13,27,No,46-55
661,18,Research & Development,Laboratory Technician,Male,Single,Life Sciences,5,Travel_Rarely,10,5,14,3,4327,15,1,3,1,3,3,3,Yes,6,9,11,17,No,18-25
662,35,Research & Development,Research Scientist,Male,Married,Marketing,3,Travel_Rarely,4,2,8,1,6523,23,1,4,1,3,4,3,No,2,3,15,13,No,26-35
663,49,Research & Development,Manufacturing Director,Female,Single,Life Sciences,5,Non-Travel,2,1,11,1,7700,16,3,2,3,2,3,3,No,1,3,15,6,No,46-55
664,28,Sales,Sales Representative,Male,Divorced,Human Resources,2,Travel_Rarely,1,0,12,0,3058,17,3,2,1,3,1,3,Yes,3,0,7,2,Yes,26-35
665,38,Research & Development,Healthcare Representative,Male,Single,Marketing,1,Travel_Rarely,5,4,10,3,4627,21,0,2,2,4,3,3,No,5,5,15,8,No,36-45
666,43,Research & Development,Manufacturing Director,Male,Married,Marketing,2,Travel_Rarely,1,0,1,0,10156,19,2,1,3,2,4,3,No,6,1,5,23,Yes,36-45
667,42,Research & Development,Laboratory Technician,Male,Single,Life Sciences,5,Travel_Frequently,2,1,4,1,3689,22,0,1,4,2,1,4,Yes,6,8,12,22,Yes,36-45
668,39,Sales,Sales Representative,Male,Married,Medical,5,Travel_Rarely,6,5,7,2,3599,22,2,2,4,1,3,3,No,4,0,15,4,No,36-45
669,44,Human Resources,Human Resources,Male,Single,Medical,5,Non-Travel,12,4,12,6,3998,24,2,2,2,1,1,4,Yes,0,0,25,9,Yes,36-45
670,30,Research & Development,Research Director,Male,Single,Marketing,5,Travel_Rarely,4,1,12,3,12477,17,1,3,2,4,1,3,Yes,3,9,6,23,No,26-35
671,50,Sales,Sales Executive,Male,Married,Life Sciences,4,Travel_Rarely,8,2,11,4,6624,14,1,1,4,1,3,3,No,1,5,22,7,No,46-55
672,51,Sales,Sales Executive,Male,Divorced,Other,1,Travel_Frequently,8,5,9,1,5743,20,0,1,3,3,4,3,No,3,0,9,21,No,46-55
673,58,Research & Development,Research Director,Male,Single,Human Resources,4,Travel_Rarely,6,5,7,4,10589,15,0,1,2,3,4,3,No,5,2,15,1,Yes,55+
674,52,Research & Development,Manager,Female,Single,Life Sciences,5,Travel_Rarely,1,0,2,0,11608,25,0,4,4,1,4,3,No,5,9,6,14,No,46-55
675,18,Research & Development,Manager,Female,Married,Technical Degree,3,Travel_Rarely,12,8,1,3,11246,23,3,2,3,1,4,3,No,4,1,21,2,No,18-25
676,38,Sales,Manager,Male,Married,Medical,4,Travel_Rarely,3,1,8,2,9361,16,3,3,2,3,2,3,No,0,8,8,8,No,36-45
